cluster_id,system,entity_f1,relation_f1,pair_f1,exact_triple_f1,model_id,model_commit
test_00067,primera_text,0.5,1.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00068,run82_text,0.6666666666666666,0.5,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00068,leadw_text,0.6666666666666666,0.8,0.8,0.8,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00079,run82_text,0.3636363636363636,0.25,0.4,0.3333333333333333,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00079,leadw_text,0.3636363636363636,0.25,0.4,0.3333333333333333,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00088,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00088,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00089,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00089,leadw_text,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00094,run82_text,0.5714285714285715,0.4,0.5714285714285715,0.5714285714285715,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00094,leadw_text,0.5714285714285715,0.4,0.5714285714285715,0.5714285714285715,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00094,primera_text,0.0,0.4,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00107,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00107,leadw_text,0.5,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00108,run82_text,0.0,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00108,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00153,run82_text,0.4,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00153,leadw_text,0.5,0.4,0.4,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00153,primera_text,0.8,0.5,0.6666666666666666,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00163,run82_text,0.4,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00163,leadw_text,0.4,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00165,run82_text,0.2857142857142857,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00165,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00178,run82_text,0.0,1.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00178,leadw_text,0.8,1.0,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00188,run82_text,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00188,leadw_text,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00231,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00231,leadw_text,0.5714285714285715,0.5714285714285715,0.5714285714285715,0.5714285714285715,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00240,run82_text,0.6666666666666666,0.6666666666666666,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00240,leadw_text,0.6666666666666666,0.6666666666666666,0.8,0.8,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00250,run82_text,0.0,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00250,leadw_text,0.1818181818181818,0.25,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00257,run82_text,0.25,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00257,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00263,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00263,leadw_text,0.0,0.25,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00270,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00270,leadw_text,0.4444444444444445,0.6,0.4,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00271,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00271,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00275,run82_text,0.25,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00275,leadw_text,0.25,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00277,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00277,leadw_text,0.4444444444444445,0.3333333333333333,0.3333333333333333,0.3333333333333333,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00279,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00279,leadw_text,0.0,1.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00279,primera_text,0.0,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00281,run82_text,0.6666666666666666,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00281,leadw_text,0.6666666666666666,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00286,run82_text,0.5714285714285715,0.4,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00286,leadw_text,0.5714285714285715,0.4,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00286,primera_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00307,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00307,leadw_text,0.3636363636363636,0.5,0.2857142857142857,0.2857142857142857,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00323,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00323,leadw_text,0.5,0.6666666666666666,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00331,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00331,leadw_text,0.5714285714285715,0.6666666666666666,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00335,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00335,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00347,run82_text,0.0,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00347,leadw_text,0.25,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00351,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00351,leadw_text,0.4,0.2857142857142857,0.2857142857142857,0.25,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00362,run82_text,0.4,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00362,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00374,run82_text,0.3333333333333333,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00374,leadw_text,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00384,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00384,leadw_text,0.7499999999999999,1.0,0.8,0.8,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00413,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00413,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00433,run82_text,0.5,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00433,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00433,primera_text,0.5,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00454,run82_text,0.3157894736842105,0.5714285714285715,0.4285714285714285,0.4285714285714285,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00454,leadw_text,0.3157894736842105,0.3333333333333333,0.3076923076923077,0.3076923076923077,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00462,run82_text,0.1428571428571428,0.4,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00462,leadw_text,0.1666666666666666,0.4444444444444445,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00462,primera_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00464,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00464,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00471,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00471,leadw_text,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00484,run82_text,0.1428571428571428,0.4,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00484,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00502,run82_text,0.5,1.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00502,leadw_text,0.5,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00513,run82_text,0.2,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00513,leadw_text,0.4444444444444445,0.5,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00542,run82_text,0.4,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00542,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00546,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00546,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00551,run82_text,0.1818181818181818,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00551,leadw_text,0.1666666666666666,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00576,run82_text,0.1111111111111111,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00576,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00617,run82_text,0.3333333333333333,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00617,leadw_text,0.5,0.0,0.2857142857142857,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00639,run82_text,0.6666666666666666,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00639,leadw_text,0.8571428571428571,0.2857142857142857,0.6666666666666666,0.2222222222222222,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00669,run82_text,0.1666666666666666,1.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00669,leadw_text,0.1666666666666666,1.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00689,run82_text,0.8,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00689,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00712,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00712,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00731,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00731,leadw_text,0.5,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00735,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00735,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00744,run82_text,0.0,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00744,leadw_text,0.6666666666666666,0.5,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00748,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00748,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00771,run82_text,0.5714285714285715,0.4,0.3333333333333333,0.3333333333333333,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00771,leadw_text,0.6666666666666665,0.6666666666666666,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00772,run82_text,0.3333333333333333,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00772,leadw_text,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00791,run82_text,0.0,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00791,leadw_text,0.6666666666666666,0.5,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00806,run82_text,0.3333333333333333,0.6666666666666666,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00806,leadw_text,0.6666666666666666,1.0,0.8,0.8,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00809,run82_text,0.2857142857142857,0.4444444444444445,0.3636363636363636,0.3636363636363636,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00809,leadw_text,0.2857142857142857,0.25,0.1999999999999999,0.1999999999999999,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00819,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00819,leadw_text,0.2857142857142857,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00837,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00837,leadw_text,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00850,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00850,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00853,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00853,leadw_text,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00874,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00874,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00882,run82_text,0.5,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00882,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00889,run82_text,0.8,0.5,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00889,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00890,run82_text,0.1176470588235294,0.1818181818181818,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00890,leadw_text,0.1176470588235294,0.1999999999999999,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00891,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00891,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00903,run82_text,0.1538461538461538,0.2222222222222222,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00903,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00909,run82_text,0.2857142857142857,0.3529411764705882,0.25,0.2307692307692307,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00909,leadw_text,0.0769230769230769,0.1333333333333333,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00922,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00922,leadw_text,0.5714285714285715,0.6666666666666666,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00938,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00938,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00955,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00955,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00998,run82_text,0.25,0.5,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00998,leadw_text,0.5,0.5,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00999,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_00999,leadw_text,0.6666666666666666,0.5,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01015,run82_text,0.4,0.5,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01015,leadw_text,0.4,0.5,0.4,0.4,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01016,run82_text,0.5,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01016,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01028,run82_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01028,leadw_text,0.5,0.8,0.5,0.5,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01030,run82_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01030,leadw_text,1.0,1.0,1.0,1.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01031,run82_text,0.6666666666666666,0.8,0.8,0.8,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01031,leadw_text,0.0,0.0,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
test_01031,primera_text,0.3333333333333333,0.8,0.0,0.0,Babelscape/rebel-large,44eb6cb4585df284ce6c4d6a7013f83fe473c052
